smiles,mwt,logp_rdkit,qed,sascore,hba(NO),hbd(NHOH),plogp,cycle_score,heavy_atom_count,source
C1=CC=C(N2CCC3(CCCC3)C2)C=C1,201.151749608,3.4571000000000023,0.6723086740062504,2.463663882030968,1,0,0.9958568811416626,0,15,gcpn_new_pt_filtered
C1=CC=C(N2CCC34C=CC3=CC=CC=C24)C=C1,233.12044948,3.833000000000003,0.7121644988673662,4.025485670394735,1,0,2.20644211769104,-1,18,gcpn_new_pt_filtered
C1=CC=C(N2CCC3=C(CCCC3)C2)C=C1,213.151749608,3.7673000000000014,0.6418531221844631,2.3451177061175628,1,0,1.3985344171524048,0,16,gcpn_new_pt_filtered
C1=CC=C(N2CCC3=CC=CC=C32)C=C1,195.104799416,3.3808000000000025,0.6739010506508986,1.5494715803423773,1,0,0.6785590052604675,0,15,gcpn_new_pt_filtered
C1=CC=C(N2CCC3=CC=CC=C3C2)C=C1,209.12044948,3.124600000000002,0.6965496382716586,1.5814850138098713,1,0,1.141204833984375,0,16,gcpn_old_pt_filtered
C1=CC=C(N2CCC3C=CCCC2C3)C=C1,213.151749608,3.4269000000000025,0.6439513054968625,3.891122719187397,1,0,1.3995074033737185,-3,16,gcpn_old_pt_filtered
C1=CC=C(N2CCCC(C3CCC3)C2)C=C1,215.167399672,3.508400000000002,0.7267526313376125,2.206909811406806,1,0,1.4528709650039673,0,16,gcpn_old_pt_filtered
C1=CC=C(N2CCCC2C2CC2)C=C1,187.136099544,3.065400000000001,0.6874701688700408,2.266086470870409,1,0,0.5635226964950562,0,14,gcpn_new_pt_filtered
C1=CC=C(N2CCCC3=CC=CC=C32)C=C1,209.12044948,3.770900000000003,0.6906837461893682,1.578303283040638,1,0,1.141204833984375,0,16,gcpn_new_pt_filtered
C1=CC=C(N=C2C3=CC=CC=C2C2=CC=CC=C2C3)C=C1,269.12044948,4.686200000000003,0.4825601180535766,2.871846676417636,1,0,3.1687748432159424,-1,21,gcpn_old_pt_filtered
C1=CC=C(NC(C2=CC=CC=C2)C2CC2)C=C1,223.136099544,3.416900000000002,0.8166728678409092,2.093667806606069,1,1,1.6251444816589355,0,17,gcpn_old_pt_filtered
C1=CC=C(NC(C2=CC=CC=C2)C2CCC2)C=C1,237.151749608,3.807000000000003,0.8164594697494636,2.13204447659197,1,1,2.0749950408935547,0,18,gcpn_old_pt_filtered
C1=CC=C(NC2=C3C4=CCCC=C(CC2)C3=CC=C4)C=C1,273.151749608,3.658400000000003,0.8802647543400792,3.82837131874358,1,1,3.3250772953033447,-4,21,gcpn_new_pt_filtered
C1=CC=C(NC2=C3C=CC=C32)C=C1,167.073499288,3.4106000000000014,0.6163233175003381,1.7133427085887083,1,1,-0.3394566774368286,0,13,gcpn_new_pt_filtered
C1=CC=C(NC2=CC3=CC4=CC4=CC=CC=CC3=CC=C2)C=C1,295.136099544,3.7565000000000017,0.7589077462623322,3.35368565325774,1,1,4.077283382415772,-4,23,gcpn_new_pt_filtered
C1=CC=C(NC2=CC=C3CCCCC3=C2)C=C1,223.136099544,4.309000000000003,0.7996072040027286,1.6394810614785662,1,1,1.5529110431671145,0,17,gcpn_new_pt_filtered
C1=CC=C(NC2=CC=CC=C2)C=C1,169.089149352,2.595800000000001,0.7258030102508874,1.0843462778324715,1,1,-0.3300402760505676,0,13,gcpn_old_pt_filtered
C1=CC=C(NC2CCCCC2)C=C1,175.136099544,2.9186000000000014,0.7257523327912503,1.477879986695216,1,1,0.0713561400771141,0,13,gcpn_old_pt_filtered
C1=CC=C(NNC2=CC=CC=C2)C=C1,184.100048384,3.1256000000000013,0.7159853943066372,1.3760356095479906,2,2,-0.2164200991392135,0,14,gcpn_new_pt_filtered
C1=CC=C(OC2=C(C3CC=CCCC3)C3=CC=CC(C3)C2)C=C1,304.182715388,5.919600000000004,0.6248240362730072,4.587579903100524,1,0,3.788131713867188,-1,23,gcpn_old_pt_filtered
C1=CC=C(OC2=CC=C(C3=CC=CC=C3)C=C2)C=C1,246.104465068,5.145900000000004,0.6209338909796198,1.2023704673955766,1,0,1.6986547708511353,0,19,gcpn_new_pt_filtered
C1=CC=C(OC2=CC=CC=C2C2CC=CC3=CC=CC=C32)C=C1,298.135765196,5.391700000000004,0.5735361124046693,2.575646188374799,1,0,3.513131856918335,0,23,gcpn_old_pt_filtered
C1=CC=C(OCC2CC=CCC2)C=C1,188.120115132,3.369200000000002,0.660286205551264,2.4172473928752343,1,0,-0.0427235774695873,0,14,gcpn_old_pt_filtered
C1=CC=C(OCC2CCCC2)C=C1,176.120115132,3.255600000000002,0.6865273072380385,1.476928507405276,1,0,-0.4395784735679626,0,13,gcpn_new_pt_filtered
C1=CC=C(SC2CCC3CC3C2)C=C1,204.097271512,3.918100000000004,0.7021931905225043,3.217774639618767,1,0,0.5742111206054688,0,14,gcpn_old_pt_filtered
C1=CC=C(SCC2=CC=CC=C2C2=CC=CC=C2)C=C1,276.097271512,5.645900000000004,0.5551147071818482,1.5787719492375911,1,0,2.7443060874938965,0,20,gcpn_new_pt_filtered
C1=CC=C([SH]2C3=CC=CC4=CC=CC2=C43)C=C1,236.065971384,4.631500000000002,0.4575574670253248,3.415491921207072,0,1,1.3476966619491575,0,17,gcpn_new_pt_filtered
C1=CC=C([SH]=CC=CC2=CC=C3C=CC=CC3=C2)C=C1,276.097271512,4.7390000000000025,0.3801829467318438,2.941870410776053,0,1,2.775012969970703,0,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=C(C=CC=C1)C1CCC2CC1,234.140850576,5.108400000000003,0.5939959842838194,2.438068517817124,0,0,2.6371028423309326,-2,18,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1=C3C=CC=C4C5=CC=CC=C6CC53C(=C1)C624,290.109550448,4.968100000000003,0.6336542489632624,6.468009296297522,0,0,4.900389671325684,-3,23,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC3=CC4CC4CC1C32,206.109550448,3.561200000000002,0.6059468351575978,5.21923944889423,0,0,1.9538644552230835,-1,16,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC3=CC=CC(=C3)C(=C3C=CC=C3)C=CC=CC2C1,332.15650064,6.326500000000005,0.5021116295914589,5.1550023828682265,0,0,6.059568405151367,-9,26,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC=C(C=C1)NC1=C2CCCCC2=CC3=C(C=CC=C2)CC31,375.1986998,7.446000000000005,0.4199236045319914,5.248483642307958,0,1,6.361988544464111,-8,29,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1=CC=C3C=C1C2=CCC3,204.093900384,4.044900000000002,0.5180333506007209,3.147560597267865,0,0,1.6646368503570557,-3,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1=CC=C3C=C1C2CCC3,206.109550448,4.135200000000002,0.6075121049481894,3.4200425143410698,0,0,1.6921610832214355,-3,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1=CC=C3C=C[SH]2C2=CC=C3C=C12,260.065971384,4.775200000000003,0.6477147017768033,5.537102328740256,0,1,2.4389514923095703,-4,19,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1=CC=CC1=CC=CC1=C3C=CC4=C(C=CC=C4)C2C(=CC3)C=C1,382.172150704,7.192900000000005,0.4429666596147293,5.145743239492549,0,0,7.754297256469727,-8,30,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC=CC3=CC=C1C2=C3,202.07825032,3.7116000000000016,0.5139629761503666,3.6770011736597423,0,0,1.6628475189208984,-3,16,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC=CC=C1C2C1C2=CC=CC=C21,254.109550448,4.5138000000000025,0.5764288171863508,1.7678558990786648,0,0,3.3500990867614746,0,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CC=CC=C3C4=C5C6CCCCC35C16C1CC241,308.15650064,5.351900000000004,0.6068113960311255,6.897555869968056,0,0,5.370253086090088,-4,24,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CCC23CC2=CC=C4C=C2C(CC41)C3,270.140850576,4.961800000000004,0.6356209470818281,5.601117152330864,0,0,3.958245038986206,-4,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CCCC3=CC=C4CCC2(CC4=C3)C1,272.15650064,5.496000000000004,0.6430595385965255,5.203197015018139,0,0,3.942448616027832,-7,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1=CN2CCCC1,171.104799416,2.9776000000000007,0.5739634910096324,3.3021746174039306,1,0,-0.1798249334096908,-2,13,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1C=CCC3CC2(CC1)C1CC31,236.15650064,4.421300000000004,0.5849795603434863,6.0099191845595215,0,0,2.92160701751709,-4,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1CCC2C2=CC=C(C=C2)C2(CC1)CC2,274.172150704,5.431800000000004,0.5929731726206261,4.850126741310763,0,0,4.005064487457275,-5,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C1CCC3CCC4=C(C=C3C=C4)C13CC23,272.15650064,5.032700000000005,0.6305100273781417,5.179327362699624,0,0,3.9968693256378174,-2,21,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1CCCC3=CC(=NN32)C1,210.115698448,2.8483,0.6534580055684371,4.555381564810045,2,0,0.8833083510398865,-3,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C1CCCCCC3=CC(=CC=C3)N2C1,263.167399672,4.6425000000000045,0.6434392552017999,4.31636368654174,1,0,2.8880724906921387,-8,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C21CC(=C2C=CC=C2)C2=CC=CC1=CC=C2,280.125200512,5.214100000000004,0.6205857609510138,4.766034878696977,0,0,4.466002941131592,-2,22,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C1C3=CC=CC=C4CN3C4=C21,229.089149352,2.0446,0.5557463174050951,4.277621778680678,1,0,1.9977315664291384,-2,18,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=C1C3C4=CCCC35C1C245,204.093900384,3.3152000000000017,0.5687119749805608,6.031128302114193,0,0,2.0177454948425293,0,16,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C1C=CC=C3C=C3N12,191.073499288,2.9597000000000016,0.600700233787522,3.211474657265456,1,0,0.7174981832504272,-1,15,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C1C=CC=C3C=CC=C4C=CC=C(CC32)C4=C1,306.140850576,5.770300000000004,0.6890059462424121,5.512498369436858,0,0,5.195214748382568,-5,24,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C1C=CC=CC(=C1)C21CC1,218.109550448,4.181600000000003,0.6128418786486011,4.454264313140985,0,0,2.369863271713257,-4,17,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C1C=CC=CC2=C2C=CCCC2C=C1,270.140850576,5.294000000000003,0.5848229140842215,5.00781545561899,0,0,4.047011375427246,-4,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=C2C=C1CCC2CC3=CC=C1C=C3C2,270.140850576,5.272000000000004,0.6733435560973534,4.300262723300135,0,0,3.949880361557007,-3,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC1=C2CC23CC(CCC2C3)N1,249.151749608,4.366600000000003,0.7308821735084318,4.959258840955162,1,1,2.555377244949341,-3,19,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC1=C2CCCC1,182.109550448,3.849400000000003,0.5822025078390058,1.7202333329448862,0,0,0.857273280620575,0,14,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC1=CC(N3CCC4=CC=CC=C4C3)=CC=C12,309.151749608,5.555700000000004,0.4162982654870306,1.9239289578361716,1,0,4.469843864440918,0,24,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC1=CC=CC(=CC=C1)C2=C1C=CC=C1,280.125200512,5.380200000000003,0.536353807984926,3.8627306828927823,0,0,4.223564624786377,-4,22,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC1CC1C2N1CCCCCC1,253.183049736,3.8595000000000033,0.722302280123389,3.4194299841486604,1,0,2.664013624191284,-1,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C1CCC3=CC2=CC=C13,230.109550448,4.653800000000003,0.5268819806386116,3.453292349068838,0,0,2.4300079345703125,-4,18,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC=C2C1=CC(CC2C=CCCC2)=C2CCCCC2=C1,352.219100896,7.388600000000006,0.4342800928035146,2.999603391731739,0,0,6.468798637390137,0,27,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C2C1=CC=C2CCCCC2=C1,258.140850576,5.385600000000004,0.5490040328745708,1.7166565646222054,0,0,3.3798866271972656,0,20,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC=C2C1=CC=CC(CC23CCN(CC2)CC3)=C1,327.1986998,5.2038000000000055,0.6106984130716397,3.1124923580961754,1,0,5.032557487487793,0,25,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C2C1CCC2=CC=CC=C2C1,258.140850576,5.127900000000004,0.5685400691226543,2.2450673278492577,0,0,3.4189579486846924,0,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C2C=CC1=CNC2=CC=CC=C12,269.12044948,4.328600000000002,0.4948795151570005,1.961006257794807,0,1,2.7554078102111816,0,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C2CC1=CC=CS1,224.065971384,4.492100000000002,0.6012555307960148,1.7023994368867932,1,0,1.0501278638839722,0,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC=C2CC1CC2=CC=CC=C21,244.125200512,4.722200000000004,0.6114635238988778,2.2967034314479253,0,0,2.9672324657440186,0,19,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC=C2N1CCC2CCC1C2,237.151749608,3.7371000000000025,0.7175214690089537,3.437235823677134,1,0,2.117401361465454,-1,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)C=CC=C2SC1=C2CCCCC=C21,264.097271512,5.700000000000003,0.6701110279760548,2.6099007653868664,1,0,2.494419813156128,-1,19,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CC=CC1=CC=C(C3CC3)N12,233.12044948,4.394700000000003,0.6878812873258238,2.9631196349904645,1,0,2.0412814617156982,-2,18,gcpn_new_pt_filtered
C1=CC=C2C(=C1)C=CCCC1=CC=C2C=C1,206.109550448,4.313000000000003,0.6020935476414054,3.331098283571839,0,0,1.6851813793182373,-4,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CC13C=CC=CC4=CC=CC4(CC=C1)C23,270.140850576,4.983800000000004,0.5892778251281097,5.742366878186701,0,0,4.083966255187988,-4,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC13CC=C4CCC5=C(C=CC=C5)C21C41CCC31,310.172150704,5.742000000000004,0.5865812726489934,5.876659937916989,0,0,5.283238887786865,-3,24,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC1=CC=C(CC3C=CCC3)C=C12,246.140850576,4.961800000000004,0.5714763116981179,2.839999787723229,0,0,3.061833381652832,0,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC1=CC=C3C=CC=CC3=C12,216.093900384,4.411000000000002,0.4081609087149584,1.796814093152772,0,0,1.977964282035828,0,17,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CC1=CC=CC=C12,166.07825032,3.2353000000000023,0.4805719918474216,1.5445545429082337,0,0,0.2991020977497101,0,13,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC1C2=CN2CC1CCC1CCC2CC1,279.1986998,4.597200000000004,0.676363248840286,5.18805635567748,1,0,3.5411412715911865,-5,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC1CC2C1CC1=CC=C2C=C1CCCC2,288.187800768,5.083900000000004,0.7222977155227503,4.706689365169053,0,0,4.386355876922607,-3,22,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CC1CC3=C(CCCC3)N21,211.136099544,3.672600000000002,0.6328526034415912,3.08480058472923,1,0,1.311730980873108,0,16,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC1CC3=CC=CC=C3N21,207.104799416,3.305500000000001,0.6403166027513781,1.9834994368867933,1,0,1.068738341331482,0,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CC1CCC=C2C1,170.109550448,3.539200000000003,0.5593045380170935,3.741353315628783,0,0,0.6619377136230469,-2,13,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CC=C1CC3CC(C4=CC=CC=C4C23)C2CC(=CC=C3C=CC=C3)C=C12,412.219100896,7.733300000000006,0.4493587904086821,5.368561447930679,0,0,8.675750732421875,-5,32,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CC=CC=C1C=C3C4C5C=C5C45C(CC1)C2C35,296.15650064,4.961100000000004,0.5935045735823987,7.132240821607884,0,0,5.0024189949035645,-5,23,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCC13CC4CC=C1C3CCC24,236.15650064,4.565400000000004,0.5832457898122234,5.1727318242408895,0,0,2.8716068267822266,-4,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC13CC=CCC2(C=CCC1)C3,250.172150704,5.265700000000004,0.5716239068793679,4.750009017323096,0,0,3.288827896118164,-4,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC1=CC=C3C=C1CCCCC=C32,260.15650064,4.943300000000003,0.6288722746683774,3.58452348769913,0,0,3.4727084636688232,-6,20,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCC1=CC=CC=C1C1CCCN1C1=CC=CC=C21,325.183049736,5.793700000000005,0.5051771028368423,2.88778414724613,1,0,4.935363292694092,-4,25,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCC1=CC=CC=C1C2C1=CN(C2CC2)C=C1,299.167399672,5.117200000000004,0.6200412720872732,2.5254895467294904,1,0,4.152755737304688,-1,23,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC1C=CCCC21,184.125200512,3.7852000000000015,0.539436560267797,3.144122103216066,0,0,1.1009379625320437,0,14,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC1CCC3(CCCO3)CC21,242.167065324,4.168300000000004,0.6662050409804775,3.919537459262812,1,0,1.7071826457977295,0,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC1CCC3CCC(CC3)N21,241.183049736,4.183500000000003,0.6589688258609543,3.3585786957538826,1,0,2.230001211166382,-2,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC2=CC1=CC=CN=C1OC1CCCCC1,305.177964356,5.330700000000005,0.7693665990100893,2.442462849896911,2,0,3.144586563110352,0,23,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCC2C1=CCCCC1,198.140850576,4.216800000000004,0.5926905452412293,2.8092238820309685,0,0,1.50517737865448,0,15,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCC=CCCCC1CCOC21,242.167065324,4.334400000000004,0.6111959168577785,3.7119376701128575,1,0,1.6482110023498535,-5,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCC1CC(C34C=CC=C3CCC3=CC=CC=C34)=C2C2=CC=CC=C21,412.219100896,8.031000000000006,0.3841518652369851,4.791090018692821,0,0,8.58831787109375,-3,32,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCC2C1=C2C=CC=CC2=CC2=CC=CC1=C2,308.15650064,5.994300000000004,0.6334213117865648,3.81162299682891,0,0,5.0886945724487305,-3,24,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCC2C1=CC=C2C=CC=CC2=C1,258.140850576,5.127900000000004,0.55473899979648,2.272067327849257,0,0,3.361452579498291,0,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCC2C1C2C=CC1C2,210.140850576,4.031200000000003,0.616061921990326,3.9706763544911983,0,0,2.005543708801269,0,16,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCC2C1C=CCC1,198.140850576,4.175300000000004,0.5965673270669042,3.0852825484157567,0,0,1.5370513200759888,0,15,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCCOC2(C1CCCCC1)C1CC1,284.214015516,5.338600000000006,0.7227000720299754,3.017594582170388,1,0,2.983649969100952,-2,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCCN1C(=CC=C3C=C31)C=C2C1CC1,273.151749608,4.562600000000004,0.7304197176477851,3.591120140483042,1,0,3.488379716873169,-3,21,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCN1C3=C(C=CC=C3)C3CC3C3=CC=CC3=C21,309.151749608,5.073700000000004,0.6562049914973515,3.575671848986474,1,0,4.6232523918151855,-2,24,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCN1C3=CC=C4C(=C3)C=CC=C4CCC=C21,297.151749608,5.189600000000004,0.5517361705531002,3.908182582338383,1,0,4.098039150238037,-6,23,gcpn_new_pt_filtered
C1=CC=C2C(=C1)CCN2C1=CC=CC2=CC=CC1=C2,245.12044948,3.948500000000003,0.7302619041192309,3.3142135958084227,1,0,2.38129997253418,-3,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)CCN2C1CCCCC1,201.151749608,3.381800000000002,0.6729697975724248,1.8324869649577629,1,0,0.8896142244338989,0,15,gcpn_new_pt_filtered
C1=CC=C2C(=C1)COC1=CC=C(C=C1)C=C1C=CC=C12,258.104465068,4.241900000000003,0.6698574777343133,4.19383444976879,1,0,2.2691245079040527,-5,20,gcpn_old_pt_filtered
C1=CC=C2C(=C1)N=C1C=CC=C3C=CC=C1C2=C3,229.089149352,3.739900000000002,0.6752973382007076,4.542355944816146,1,0,2.0327043533325195,-3,18,gcpn_old_pt_filtered
C1=CC=C2C(=C1)NC(C1CCCCCC1)C1CCC21,255.1986998,4.334900000000004,0.7004528059689655,3.2593635873875257,1,1,2.723317623138428,-1,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)NC1=C2C=C2C=CC=CC2=CC=C1,243.104799416,3.772400000000002,0.6246740775927999,2.9438359880589307,0,1,1.9166955947875977,-2,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)NC1=CC=CC=C12,167.073499288,2.3498,0.5282988537541025,1.4686172648017255,0,1,-0.8502350449562073,0,13,gcpn_old_pt_filtered
C1=CC=C2C(=C1)OC1(CCCCC1)C1CC=CC21,240.15141526,4.441600000000004,0.6090251905200431,3.875250490625678,1,0,1.6976325511932373,0,18,gcpn_new_pt_filtered
C1=CC=C2C(=C1)OC1=CC=CC=C12,168.057514876,2.776800000000001,0.4996349153585699,1.4893651937958072,1,0,-0.8482040762901306,0,13,gcpn_old_pt_filtered
C1=CC=C2C(=C1)OC1=CC=CC=C1C1=CC=CC=C21,244.088815004,4.1994000000000025,0.4165741284474737,1.574250234824179,1,0,1.7025634050369265,-1,19,gcpn_old_pt_filtered
C1=CC=C2C(=C1)OC1=CCCCC12,172.088815004,3.2304000000000013,0.5834307513559492,3.1736954836500786,1,0,-0.5233698487281799,0,13,gcpn_new_pt_filtered
C1=CC=C2C(=C1)OC1CC3=CC4CC4(C1)C32,210.104465068,3.271300000000002,0.5970610544980772,5.922446365967435,1,0,0.8845490217208862,-1,16,gcpn_new_pt_filtered
C1=CC=C2C(=C1)OCC1CC=CC21,172.088815004,2.7387000000000006,0.5466253987224732,3.225322434058535,1,0,-0.4882143139839172,0,13,gcpn_new_pt_filtered
C1=CC=C2C(=C2C2=CC=CCC2)OC2=CC2=C1,220.088815004,3.867200000000002,0.7186218752668004,3.83842757131195,1,0,1.129449486732483,-3,17,gcpn_old_pt_filtered
C1=CC=C2C(=CCCCC3(CC3)CC3C4CC34C3=CC=CC2=C3)C=C1,326.203450832,6.364100000000005,0.5198410166927594,6.127809744748836,0,0,5.853774547576904,-7,25,gcpn_new_pt_filtered
C1=CC=C2C(C=C3C=C3)=CCC(=C3C=C3)C=C3C(=C1)C=CC23,280.125200512,5.214100000000004,0.6179104472778505,5.554839222571371,0,0,4.645995140075684,-3,22,gcpn_new_pt_filtered
C1=CC=C2C3=C(C4CC4)NC2C(=C1)C3=CC=C1C=CCC1,273.151749608,4.261300000000004,0.7923279478929486,5.509507888422244,1,1,3.641833782196045,-2,21,gcpn_old_pt_filtered
C1=CC=C2C3=C4NC2C(=C1)C4=C1C=CC=C3C=C1,229.089149352,3.0111000000000017,0.6729727992938735,5.5000308106073,1,1,2.349125862121582,-7,18,gcpn_old_pt_filtered
C1=CC=C2C3=CC(=CC=C3)CCC2=C1,180.093900384,3.6254000000000026,0.5821628603914031,2.5894517735457363,0,0,0.779670774936676,-3,14,gcpn_old_pt_filtered
C1=CC=C2C3=CC4=C(C=CC=C4)C4CC5=CC=CC=C5N4C4=CC=C(C(=C3)C=C1)C2=C4,395.167399672,5.781000000000004,0.3647146757623748,5.116142097833356,1,0,7.431062698364258,-6,31,gcpn_new_pt_filtered
C1=CC=C2C3=CC4=C(CCC2=C1)C1=CC4=C(C=C3)CCCC1,284.15650064,5.435800000000004,0.5157024819085826,3.2023685380156506,0,0,4.245934963226318,-6,22,gcpn_new_pt_filtered
C1=CC=C2C3=CC4=CC=CC=C4C=CC=C4CCCC5CN2C(=CC=C4C35)C=C1,375.1986998,6.397300000000005,0.4943467807796743,6.363532197747015,1,0,6.833073616027832,-7,29,gcpn_old_pt_filtered
C1=CC=C2C3=CC=C(C=C1)C1=C3C=CC=C21,202.07825032,3.7116000000000016,0.5129762071441111,4.320032123721966,0,0,1.7326092720031738,-4,16,gcpn_old_pt_filtered
C1=CC=C2C3=CC=C(C=C1)C2=CCCC1=CC=C2CCN(CC2=C1)C3,325.183049736,5.123900000000005,0.7180195952515642,5.582510590773436,1,0,5.032829761505127,-10,25,gcpn_old_pt_filtered
C1=CC=C2C3=CC=C4C(=C3)C=CC(=C1)CCC1CCCC2=C41,284.15650064,5.940500000000004,0.5527281445063624,5.603405840766638,0,0,4.499297618865967,-6,22,gcpn_new_pt_filtered
C1=CC=C2C3=CC=C4C(=CC=CC5=CC=CC=C52)C=CC(=C1)CCCCCC4=C3,374.203450832,7.697400000000007,0.4430558544338833,4.775368992142022,0,0,7.364057540893555,-13,29,gcpn_new_pt_filtered
C1=CC=C2C3=CC=C4C=C2C=C(C=C3)C2CN3C=CC=CC3=C2C4=CC=C1,345.151749608,5.537200000000004,0.5572531676019471,6.365512295833232,1,0,6.1039204597473145,-8,27,gcpn_new_pt_filtered
C1=CC=C2C3=CC=C4C=C5C=CC=CC=C(C=C1)C(C5)C2=CC=C43,306.140850576,5.770300000000004,0.672474394843264,6.213565466279119,0,0,5.350290775299072,-12,24,gcpn_old_pt_filtered
C1=CC=C2C3=CC=CC(=C(C4CCOC5=CC=CC=C54)C2=CC=C3)C=C1,336.15141526,5.744400000000004,0.7558536957092742,5.081683447956985,1,0,4.886960029602051,-5,26,gcpn_old_pt_filtered
C1=CC=C2C3=CC=CC(=C3)C(C=C3C4=CC=CC=C4C4=CC=CN=C43)=CC2=C1,355.136099544,6.028900000000004,0.3253275693001267,3.2842765347140634,1,0,6.203396320343018,-3,28,gcpn_old_pt_filtered
C1=CC=C2C3=CC=CC(=C3)NC2=C1,167.073499288,2.3498,0.5406559915058086,2.768076280212382,1,1,-0.3394566774368286,0,13,gcpn_old_pt_filtered
C1=CC=C2C3=CC=CC(=C4C5CCC24C=C(N5)C2=CC=CC=C23)C=C1,321.151749608,4.903700000000003,0.7011741605319152,6.568637324570017,1,1,5.176962852478027,-5,25,gcpn_old_pt_filtered
C1=CC=C2C3=CC=CC(=CCCC3)CC2=C1,208.125200512,4.292600000000003,0.596240786282035,4.067064629725684,0,0,1.9123494625091555,-3,16,gcpn_new_pt_filtered
